id,web_name,first_name,second_name,element_type,position,team_id,team_name,team_short,now_cost,status,chance_of_playing_next_round,selected_by_percent,form,points_per_game,influence,creativity,threat,ict_index
338,Muniz,Rodrigo,Muniz Carvalho,4,FWD,10,Fulham,FUL,5.5,a,,2.3,7.0,7.0,31.0,0.0,33.0,6.4
664,Lecomte,Benjamin,Lecomte,1,GK,10,Fulham,FUL,4.0,a,,0.9,0.0,0.0,0.0,0.0,0.0,0.0
339,Meslier,Illan,Meslier,1,GK,11,Leeds,LEE,4.5,a,,0.8,0.0,0.0,0.0,0.0,0.0,0.0
340,Cairns,Alex,Cairns,1,GK,11,Leeds,LEE,4.0,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
341,Darlow,Karl,Darlow,1,GK,11,Leeds,LEE,4.0,a,,3.1,0.0,0.0,0.0,0.0,0.0,0.0
342,Bogle,Jayden,Bogle,2,DEF,11,Leeds,LEE,4.5,d,75.0,0.2,6.0,6.0,13.4,1.2,2.0,1.7
343,Struijk,Pascal,Struijk,2,DEF,11,Leeds,LEE,4.5,a,,0.4,8.0,8.0,23.2,11.4,9.0,4.4
344,Bijol,Jaka,Bijol,2,DEF,11,Leeds,LEE,4.0,a,100.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
345,Bornauw,Sebastiaan,Bornauw,2,DEF,11,Leeds,LEE,4.0,d,75.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
346,Byram,Sam,Byram,2,DEF,11,Leeds,LEE,4.0,a,,0.3,0.0,0.0,0.0,0.0,0.0,0.0
347,Gudmundsson,Gabriel,Gudmundsson,2,DEF,11,Leeds,LEE,4.0,a,,3.1,9.0,9.0,30.4,33.6,17.0,8.1
348,Rodon,Joe,Rodon,2,DEF,11,Leeds,LEE,4.0,a,,2.2,7.0,7.0,14.4,0.6,0.0,1.5
349,Schmidt,Isaac,Schmidt,2,DEF,11,Leeds,LEE,4.0,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
350,Aaronson,Brenden,Aaronson,3,MID,11,Leeds,LEE,5.5,a,,0.1,1.0,1.0,9.2,24.9,6.0,4.0
351,Gnonto,Wilfried,Gnonto,3,MID,11,Leeds,LEE,5.5,a,,0.3,3.0,3.0,6.6,6.3,11.0,2.4
352,Harrison,Jack,Harrison,3,MID,11,Leeds,LEE,5.5,a,,0.1,1.0,1.0,2.2,1.3,2.0,0.6
353,James,Daniel,James,3,MID,11,Leeds,LEE,5.5,a,,0.5,3.0,3.0,6.2,15.7,11.0,3.3
354,Ampadu,Ethan,Ampadu,3,MID,11,Leeds,LEE,5.0,a,,0.1,3.0,3.0,10.8,4.9,2.0,1.8
355,Greenwood,Sam,Greenwood,3,MID,11,Leeds,LEE,5.0,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
356,Gruev,Ilia,Gruev,3,MID,11,Leeds,LEE,5.0,a,,0.0,1.0,1.0,1.6,0.3,0.0,0.2
357,Ramazani,Largie,Ramazani,3,MID,11,Leeds,LEE,5.0,a,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,Tanaka,Tanaka,Ao,3,MID,11,Leeds,LEE,5.0,a,,0.3,3.0,3.0,2.2,24.3,9.0,3.6
359,Crew,Charlie,Crew,3,MID,11,Leeds,LEE,4.5,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,Gelhardt,Joe,Gelhardt,3,MID,11,Leeds,LEE,4.5,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,Gyabi,Darko,Gyabi,3,MID,11,Leeds,LEE,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
362,Piroe,Joël,Piroe,4,FWD,11,Leeds,LEE,5.5,a,,1.9,2.0,2.0,2.0,5.6,44.0,5.2
363,Bamford,Patrick,Bamford,4,FWD,11,Leeds,LEE,5.0,a,,1.9,0.0,0.0,0.0,0.0,0.0,0.0
364,Mateo Joseph,Mateo,Joseph Fernández-Regatillo,4,FWD,11,Leeds,LEE,5.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,Nmecha,Lukas,Nmecha,4,FWD,11,Leeds,LEE,5.0,a,,0.5,5.0,5.0,34.0,1.6,22.0,5.8
493,Longstaff,Sean,Longstaff,3,MID,11,Leeds,LEE,5.0,a,,0.2,1.0,1.0,0.2,0.3,0.0,0.1
660,Stach,Anton,Stach,3,MID,11,Leeds,LEE,5.0,a,,0.3,8.0,8.0,28.2,63.9,22.0,11.4
665,Perri,Lucas Estella,Perri,1,GK,11,Leeds,LEE,4.5,a,,0.4,6.0,6.0,11.2,0.0,0.0,1.1
691,Calvert-Lewin,Dominic,Calvert-Lewin,4,FWD,11,Leeds,LEE,5.5,a,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,A.Becker,Alisson,Becker,1,GK,12,Liverpool,LIV,5.5,a,,11.1,1.0,1.0,13.6,0.0,0.0,1.4
367,Mamardashvili,Giorgi,Mamardashvili,1,GK,12,Liverpool,LIV,4.5,a,,0.4,0.0,0.0,0.0,0.0,0.0,0.0
368,Pécsi,Ármin,Pécsi,1,GK,12,Liverpool,LIV,4.0,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
369,Woodman,Freddie,Woodman,1,GK,12,Liverpool,LIV,4.0,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
370,Frimpong,Jeremie,Frimpong,2,DEF,12,Liverpool,LIV,6.0,a,,29.2,1.0,1.0,5.4,1.3,2.0,0.9
371,Kerkez,Milos,Kerkez,2,DEF,12,Liverpool,LIV,6.0,a,,6.1,0.0,0.0,8.4,1.3,0.0,1.0
372,Robertson,Andrew,Robertson,2,DEF,12,Liverpool,LIV,6.0,a,,1.3,0.0,0.0,5.4,4.1,2.0,1.2
373,Virgil,Virgil,van Dijk,2,DEF,12,Liverpool,LIV,6.0,a,,23.8,3.0,3.0,49.4,0.9,25.0,7.5
374,Konaté,Ibrahima,Konaté,2,DEF,12,Liverpool,LIV,5.5,a,,2.9,1.0,1.0,21.4,0.6,0.0,2.2
375,Bradley,Conor,Bradley,2,DEF,12,Liverpool,LIV,5.0,d,50.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
376,Gomez,Joe,Gomez,2,DEF,12,Liverpool,LIV,5.0,a,100.0,0.1,1.0,1.0,2.4,0.4,0.0,0.3
377,Tsimikas,Konstantinos,Tsimikas,2,DEF,12,Liverpool,LIV,5.0,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
378,Nallo,Amara,Nallo,2,DEF,12,Liverpool,LIV,4.0,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
379,R.Williams,Rhys,Williams,2,DEF,12,Liverpool,LIV,4.0,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
380,Ramsay,Calvin,Ramsay,2,DEF,12,Liverpool,LIV,4.0,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
381,M.Salah,Mohamed,Salah,3,MID,12,Liverpool,LIV,14.5,a,,54.0,8.0,8.0,49.0,33.8,51.0,13.4
382,Wirtz,Florian,Wirtz,3,MID,12,Liverpool,LIV,8.5,a,,29.7,2.0,2.0,12.0,45.0,12.0,6.9
383,Luis Díaz,Luis,Díaz Marulanda,3,MID,12,Liverpool,LIV,8.0,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
384,Gakpo,Cody,Gakpo,3,MID,12,Liverpool,LIV,7.5,a,,8.2,7.0,7.0,48.2,39.6,46.0,13.4
385,Chiesa,Federico,Chiesa,3,MID,12,Liverpool,LIV,6.5,a,,0.3,6.0,6.0,35.2,0.3,17.0,5.3
386,Mac Allister,Alexis,Mac Allister,3,MID,12,Liverpool,LIV,6.5,a,,1.9,5.0,5.0,27.4,15.2,11.0,5.4
387,Szoboszlai,Dominik,Szoboszlai,3,MID,12,Liverpool,LIV,6.5,a,,2.0,2.0,2.0,14.0,29.8,24.0,6.8
388,C.Jones,Curtis,Jones,3,MID,12,Liverpool,LIV,5.5,a,,0.1,1.0,1.0,3.2,10.9,0.0,1.4
389,Elliott,Harvey,Elliott,3,MID,12,Liverpool,LIV,5.5,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
390,Gravenberch,Ryan,Gravenberch,3,MID,12,Liverpool,LIV,5.5,a,100.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
392,Endo,Endo,Wataru,3,MID,12,Liverpool,LIV,5.0,a,,0.1,4.0,4.0,24.6,10.7,0.0,3.5
393,Bajcetic,Stefan,Bajčetić Maquieira,3,MID,12,Liverpool,LIV,4.5,a,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,McConnell,James,McConnell,3,MID,12,Liverpool,LIV,4.5,a,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,Morton,Tyler,Morton,3,MID,12,Liverpool,LIV,4.5,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,Nyoni,Trey,Nyoni,3,MID,12,Liverpool,LIV,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
397,Darwin,Darwin,Núñez Ribeiro,4,FWD,12,Liverpool,LIV,6.5,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
398,Danns,Jayden,Danns,4,FWD,12,Liverpool,LIV,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
661,Ekitiké,Hugo,Ekitiké,4,FWD,12,Liverpool,LIV,8.6,a,,20.8,11.0,11.0,52.8,24.4,37.0,11.4
686,Ngumoha,Rio,Ngumoha,3,MID,12,Liverpool,LIV,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
692,Leoni,Giovanni,Leoni,2,DEF,12,Liverpool,LIV,5.0,a,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,Trafford,James,Trafford,1,GK,13,Man City,MCI,5.0,a,,2.5,7.0,7.0,28.8,0.0,0.0,2.9
399,Ederson M.,Ederson,Santana de Moraes,1,GK,13,Man City,MCI,5.5,a,,2.7,0.0,0.0,0.0,0.0,0.0,0.0
400,Ortega Moreno,Stefan,Ortega Moreno,1,GK,13,Man City,MCI,5.0,a,,0.3,0.0,0.0,0.0,0.0,0.0,0.0
401,Bettinelli,Marcus,Bettinelli,1,GK,13,Man City,MCI,4.0,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
402,Aït-Nouri,Rayan,Aït-Nouri,2,DEF,13,Man City,MCI,6.0,a,,22.1,9.0,9.0,30.4,13.5,3.0,4.7
403,Gvardiol,Joško,Gvardiol,2,DEF,13,Man City,MCI,6.0,i,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
404,Akanji,Manuel,Akanji,2,DEF,13,Man City,MCI,5.5,a,,0.8,0.0,0.0,0.0,0.0,0.0,0.0
405,Aké,Nathan,Aké,2,DEF,13,Man City,MCI,5.5,a,,0.7,0.0,0.0,0.0,0.0,0.0,0.0
406,Khusanov,Abdukodir,Khusanov,2,DEF,13,Man City,MCI,5.5,a,,0.4,1.0,1.0,3.6,0.0,0.0,0.4
407,Matheus N.,Matheus,Nunes,2,DEF,13,Man City,MCI,5.5,a,,0.5,1.0,1.0,3.8,1.2,0.0,0.5
408,Rúben,Rúben,dos Santos Gato Alves Dias,2,DEF,13,Man City,MCI,5.5,a,,3.6,6.0,6.0,21.6,1.7,2.0,2.5
409,Stones,John,Stones,2,DEF,13,Man City,MCI,5.5,a,,0.9,6.0,6.0,14.4,2.2,0.0,1.7
410,Lewis,Rico,Lewis,2,DEF,13,Man City,MCI,5.0,a,,2.6,11.0,11.0,29.2,13.1,8.0,5.0
411,O’Reilly,Nico,O'Reilly,2,DEF,13,Man City,MCI,5.0,a,,0.2,0.0,0.0,0.0,5.0,0.0,0.5
412,Vitor Reis,Vitor,de Oliveira Nunes dos Reis,2,DEF,13,Man City,MCI,5.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,Marmoush,Omar,Marmoush,3,MID,13,Man City,MCI,8.4,a,,9.2,1.0,1.0,0.0,0.8,6.0,0.7
414,Foden,Phil,Foden,3,MID,13,Man City,MCI,8.0,a,100.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0
415,Savinho,Sávio,Moreira de Oliveira,3,MID,13,Man City,MCI,7.0,i,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
416,Bernardo,Bernardo,Mota Veiga de Carvalho e Silva,3,MID,13,Man City,MCI,6.5,a,,0.8,3.0,3.0,22.0,62.0,4.0,8.8
417,Cherki,Rayan,Cherki,3,MID,13,Man City,MCI,6.5,a,,8.5,6.0,6.0,35.8,2.8,7.0,4.6
418,Doku,Jérémy,Doku,3,MID,13,Man City,MCI,6.5,a,,1.1,3.0,3.0,0.0,3.2,4.0,0.6
420,Gündoğan,İlkay,Gündoğan,3,MID,13,Man City,MCI,6.5,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
421,Rodrigo,Rodrigo 'Rodri',Hernandez Cascante,3,MID,13,Man City,MCI,6.5,a,100.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
422,Kovačić,Mateo,Kovačić,3,MID,13,Man City,MCI,6.0,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,N.Gonzalez,Nico,González Iglesias,3,MID,13,Man City,MCI,6.0,a,,0.1,3.0,3.0,24.8,5.6,6.0,3.6
424,Bobb,Oscar,Bobb,3,MID,13,Man City,MCI,5.5,a,,0.3,6.0,6.0,24.6,25.4,8.0,5.8
425,Echeverri,Claudio,Echeverri,3,MID,13,Man City,MCI,5.4,a,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,Reijnders,Tijjani,Reijnders,3,MID,13,Man City,MCI,5.6,a,,28.4,10.0,10.0,49.8,23.7,28.0,10.2
428,Nypan,Sverre,Nypan,3,MID,13,Man City,MCI,5.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,Phillips,Kalvin,Phillips,3,MID,13,Man City,MCI,5.0,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
430,Haaland,Erling,Haaland,4,FWD,13,Man City,MCI,14.0,a,,28.5,13.0,13.0,58.0,0.3,71.0,12.9
119,Mbeumo,Bryan,Mbeumo,3,MID,14,Man Utd,MUN,8.0,a,,14.0,2.0,2.0,10.6,21.4,49.0,8.1
431,Bayindir,Altay,Bayındır,1,GK,14,Man Utd,MUN,5.0,a,,0.4,2.0,2.0,13.4,0.0,0.0,1.3
432,Onana,André,Onana,1,GK,14,Man Utd,MUN,5.0,a,100.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
433,Harrison,Elyh,Harrison,1,GK,14,Man Utd,MUN,4.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,Heaton,Tom,Heaton,1,GK,14,Man Utd,MUN,4.0,a,,0.3,0.0,0.0,0.0,0.0,0.0,0.0
435,Mee,Dermot,Mee,1,GK,14,Man Utd,MUN,4.0,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
436,De Ligt,Matthijs,de Ligt,2,DEF,14,Man Utd,MUN,5.0,a,,2.1,4.0,4.0,33.4,16.0,26.0,7.5
437,Martinez,Lisandro,Martínez,2,DEF,14,Man Utd,MUN,5.0,i,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
438,Mazraoui,Noussair,Mazraoui,2,DEF,14,Man Utd,MUN,5.0,i,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
439,D.Leon,Diego,León Blanco,2,DEF,14,Man Utd,MUN,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
440,Dalot,Diogo,Dalot Teixeira,2,DEF,14,Man Utd,MUN,4.5,a,,2.2,1.0,1.0,6.8,14.1,2.0,2.3
441,Dorgu,Patrick,Dorgu,2,DEF,14,Man Utd,MUN,4.5,a,,7.2,1.0,1.0,9.0,2.8,8.0,2.0
442,Maguire,Harry,Maguire,2,DEF,14,Man Utd,MUN,4.5,a,,0.7,1.0,1.0,5.2,0.5,0.0,0.6
443,Shaw,Luke,Shaw,2,DEF,14,Man Utd,MUN,4.5,a,,0.3,2.0,2.0,11.2,12.5,0.0,2.4
444,Yoro,Leny,Yoro,2,DEF,14,Man Utd,MUN,4.5,a,,1.8,4.0,4.0,18.2,2.6,0.0,2.1
445,Amass,Harry,Amass,2,DEF,14,Man Utd,MUN,4.0,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
446,Fredricson,Tyler,Fredricson,2,DEF,14,Man Utd,MUN,4.0,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
447,Heaven,Ayden,Heaven,2,DEF,14,Man Utd,MUN,4.0,a,,1.5,0.0,0.0,0.0,0.0,0.0,0.0
448,Malacia,Tyrell,Malacia,2,DEF,14,Man Utd,MUN,4.0,a,,0.3,0.0,0.0,0.0,0.0,0.0,0.0
449,B.Fernandes,Bruno,Borges Fernandes,3,MID,14,Man Utd,MUN,9.0,a,,21.4,2.0,2.0,25.2,65.3,9.0,10.0
450,Cunha,Matheus,Santos Carneiro da Cunha,3,MID,14,Man Utd,MUN,8.0,a,,8.7,2.0,2.0,17.8,13.3,50.0,8.1
451,Rashford,Marcus,Rashford,3,MID,14,Man Utd,MUN,7.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,Amad,Amad,Diallo,3,MID,14,Man Utd,MUN,6.5,a,,2.8,1.0,1.0,13.4,12.3,19.0,4.5
453,Garnacho,Alejandro,Garnacho Ferreyra,3,MID,14,Man Utd,MUN,6.5,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
454,Antony,Antony,dos Santos,3,MID,14,Man Utd,MUN,6.0,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
455,Mount,Mason,Mount,3,MID,14,Man Utd,MUN,6.0,a,,0.3,2.0,2.0,7.0,25.1,18.0,5.0
456,Sancho,Jadon,Sancho,3,MID,14,Man Utd,MUN,6.0,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
457,Casemiro,Carlos Henrique,Casimiro,3,MID,14,Man Utd,MUN,5.5,a,,0.2,2.0,2.0,9.2,11.6,0.0,2.1
458,Mainoo,Kobbie,Mainoo,3,MID,14,Man Utd,MUN,5.0,a,,0.7,0.0,0.0,0.0,0.0,0.0,0.0
459,Ugarte,Manuel,Ugarte Ribeiro,3,MID,14,Man Utd,MUN,5.0,a,,0.2,1.0,1.0,0.0,11.4,1.0,1.2
460,Collyer,Toby,Collyer,3,MID,14,Man Utd,MUN,4.5,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
461,Fitzgerald,Jayce,Fitzgerald,3,MID,14,Man Utd,MUN,4.5,a,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,J.Fletcher,Jack,Fletcher,3,MID,14,Man Utd,MUN,4.5,a,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,Kone,Sékou,Koné,3,MID,14,Man Utd,MUN,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
464,Moorhouse,Jack,Moorhouse,3,MID,14,Man Utd,MUN,4.5,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,Højlund,Rasmus,Højlund,4,FWD,14,Man Utd,MUN,6.5,a,,0.6,0.0,0.0,0.0,0.0,0.0,0.0
466,Zirkzee,Joshua,Zirkzee,4,FWD,14,Man Utd,MUN,6.0,a,100.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
467,Obi,Chido,Obi,4,FWD,14,Man Utd,MUN,4.5,a,,2.2,0.0,0.0,0.0,0.0,0.0,0.0
468,Wheatley,Ethan,Wheatley,4,FWD,14,Man Utd,MUN,4.5,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
681,Šeško,Benjamin,Sesko,4,FWD,14,Man Utd,MUN,7.5,a,,8.9,1.0,1.0,0.0,20.5,12.0,3.2
52,J.Ramsey,Jacob,Ramsey,3,MID,15,Newcastle,NEW,5.5,a,,0.6,0.0,0.0,0.0,0.0,0.0,0.0
469,Pope,Nick,Pope,1,GK,15,Newcastle,NEW,5.0,a,,4.0,9.0,9.0,27.0,0.0,0.0,2.7
471,Gillespie,Mark,Gillespie,1,GK,15,Newcastle,NEW,4.0,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
472,Odysseas,Odysseas,Vlachodimos,1,GK,15,Newcastle,NEW,4.0,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,Hall,Lewis,Hall,2,DEF,15,Newcastle,NEW,5.5,a,,1.8,0.0,0.0,0.0,0.0,0.0,0.0
474,Schär,Fabian,Schär,2,DEF,15,Newcastle,NEW,5.5,a,,2.8,8.0,8.0,13.8,1.9,4.0,2.0
475,Botman,Sven,Botman,2,DEF,15,Newcastle,NEW,5.0,a,,0.5,0.0,0.0,0.0,0.0,0.0,0.0
476,Burn,Dan,Burn,2,DEF,15,Newcastle,NEW,5.0,a,,4.0,9.0,9.0,18.6,1.2,2.0,2.2
477,Livramento,Tino,Livramento,2,DEF,15,Newcastle,NEW,5.0,a,,4.1,9.0,9.0,18.0,25.4,4.0,4.7
478,Trippier,Kieran,Trippier,2,DEF,15,Newcastle,NEW,5.0,a,,2.2,6.0,6.0,9.8,22.5,0.0,3.2
479,Krafth,Emil,Krafth,2,DEF,15,Newcastle,NEW,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
480,Lascelles,Jamaal,Lascelles,2,DEF,15,Newcastle,NEW,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
481,A.Murphy,Alex,Murphy,2,DEF,15,Newcastle,NEW,4.0,a,,0.8,0.0,0.0,0.0,0.0,0.0,0.0
482,Ashby,Harrison,Ashby,2,DEF,15,Newcastle,NEW,4.0,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
483,Pivas,Miodrag,Pivaš,2,DEF,15,Newcastle,NEW,4.0,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
484,Targett,Matt,Targett,2,DEF,15,Newcastle,NEW,4.0,a,,0.5,0.0,0.0,0.0,0.0,0.0,0.0
485,Gordon,Anthony,Gordon,3,MID,15,Newcastle,NEW,7.5,a,100.0,1.9,3.0,3.0,5.4,13.0,41.0,5.9
486,Elanga,Anthony,Elanga,3,MID,15,Newcastle,NEW,7.0,a,,7.5,3.0,3.0,8.6,29.8,27.0,6.5
487,Barnes,Harvey,Barnes,3,MID,15,Newcastle,NEW,6.5,a,,0.5,3.0,3.0,12.8,56.8,25.0,9.5
488,Bruno G.,Bruno,Guimarães Rodriguez Moura,3,MID,15,Newcastle,NEW,6.5,a,,1.6,3.0,3.0,7.6,22.6,2.0,3.2
489,J.Murphy,Jacob,Murphy,3,MID,15,Newcastle,NEW,6.5,a,,2.0,1.0,1.0,0.6,1.3,4.0,0.6
490,Joelinton,Joelinton Cássio,Apolinário de Lira,3,MID,15,Newcastle,NEW,6.0,a,,0.5,2.0,2.0,4.4,4.2,6.0,1.5
491,Tonali,Sandro,Tonali,3,MID,15,Newcastle,NEW,5.5,a,,1.8,3.0,3.0,13.8,29.2,0.0,4.3
492,Antoñito C.,Antoñito,Cordero Campillo,3,MID,15,Newcastle,NEW,5.0,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,Willock,Joe,Willock,3,MID,15,Newcastle,NEW,5.0,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,Hayden,Isaac,Hayden,3,MID,15,Newcastle,NEW,4.5,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,Kuol,Garang,Kuol,3,MID,15,Newcastle,NEW,4.5,a,,0.1,0.0,0.0,0.0,0.0,0.0,0.0
497,L.Miley,Lewis,Miley,3,MID,15,Newcastle,NEW,4.5,a,,2.6,1.0,1.0,2.6,11.0,2.0,1.6
498,White,Joe,White,3,MID,15,Newcastle,NEW,4.5,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,Isak,Alexander,Isak,4,FWD,15,Newcastle,NEW,10.4,n,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0
500,Osula,William,Osula,4,FWD,15,Newcastle,NEW,5.5,a,,0.2,1.0,1.0,0.0,0.3,7.0,0.7
501,Neave,Sean,Neave,4,FWD,15,Newcastle,NEW,4.5,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
674,Ramsdale,Aaron,Ramsdale,1,GK,15,Newcastle,NEW,5.0,a,,0.9,0.0,0.0,0.0,0.0,0.0,0.0
684,Thiaw,Malick,Thiaw,2,DEF,15,Newcastle,NEW,5.0,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
689,Seung soo,Seung-Soo,Park,3,MID,15,Newcastle,NEW,4.5,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
426,McAtee,James,McAtee,3,MID,16,Nott'm Forest,NFO,5.5,a,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
